id,raw_no,lang,category,venue,event_name,period_raw,host_organizer,start_date,end_date
601,601,국문,전시일정," 제1전시장  3홀",일러스타 페스 8,20250809 1000~20250810 1700,스타라이크,2025-08-09,2025-08-10
602,602,국문,전시일정,제1전시장 3홀,2025 캠핑&레저차량 박람회 (캠페어),20250815 1000~20250817 1800,제이엠컴퍼니,2025-08-15,2025-08-17
603,603,국문,전시일정,제1전시장 2홀,2025 부산국제주류박람회,20250815 0000~20250817 0000,명진 F&F,2025-08-15,2025-08-17
604,604,국문,전시일정,제1전시장 1홀,부산인디커넥트페스티벌 2025,20250815 1000~20250817 1700,"(사)부산인디커넥트페스티벌 조직위원회(BIC 조직위원회), (재)부산정보산업진흥원, 인디라!인디게임개발자모임, (사)한국모바일게임협회",2025-08-15,2025-08-17
605,605,국문,전시일정,제2전시장 4F홀,비더블류씨 웨딩박람회,20250815 1100~20250817 1900,주식회사 비더블류씨,2025-08-15,2025-08-17
606,606,국문,전시일정," 제2전시장 4(A-B)홀",2025 북앤콘텐츠페어,20250822 1000~20250824 1800,(주)마루컨벤션,2025-08-22,2025-08-24
607,607,국문,전시일정," 제2전시장 4(C-D)홀",2025 간편식·밀키트 전시회,20250822 1000~20250824 1800,(주)마루컨벤션,2025-08-22,2025-08-24
608,608,국문,전시일정,제2전시장 5A홀,2025 일본유학박람회,20250823 1000~20250823 1600,독립행정법인 일본학생지원기구,2025-08-23,2025-08-23
609,609,국문,전시일정,제1전시장 1-3홀,2025 기후산업국제박람회,20250827 1000~20250829 1700,"산업통상자원부, IEA / 한국에너지공단",2025-08-27,2025-08-29
610,610,국문,전시일정," 제2전시장 4B~4F홀",2025 국제환경에너지산업전(19회),20250827 1000~20250829 1700,"부산광역시, 국제신문 / 벡스코, 투데이에너지, KOTRA",2025-08-27,2025-08-29
611,611,국문,전시일정,제1전시장 2홀,2025 글로벌헬스케어위크,20250904 1000~20250906 1700,"부산광역시/BEXCO, 부산테크노파크, 부산일보, KOTRA",2025-09-04,2025-09-06
612,612,국문,전시일정,제2전시장 4(C-D)홀,2025 해양수산 취업박람회,20250904 1000~20250904 1700,해양수산부 / 대한민국해군,2025-09-04,2025-09-04
613,613,국문,전시일정,제1전시장 3B홀,2025 부산캣쇼,20250905 1000~20250907 1800,KNN / (주)미래전람,2025-09-05,2025-09-07
614,614,국문,전시일정," 제1전시장  1홀",제14회 시민건강박람회(가족행복 건강아이프로젝트),20250905 1000~20250907 1800,"부산광역시, 부산일보사 / (사)부산권의료산업협의회 ",2025-09-05,2025-09-07
615,615,국문,전시일정,제1전시장 3A홀,2025 부산국제의료관광컨벤션,20250905 1000~20250906 1800,"부산광역시, 부산일보사 / (사)부산권의료산업협의회",2025-09-05,2025-09-06
616,616,국문,전시일정,제1전시장 3홀,2025 부산코리아빌드,20250911 1000~20250914 1800,(주)메쎄이상,2025-09-11,2025-09-14
617,617,국문,전시일정,제1전시장 2홀,2025 부산 인테리어디자인코리아,20250911 1000~20250914 1800,(주)메쎄이상,2025-09-11,2025-09-14
618,618,국문,전시일정," 제2전시장 4(A-E)홀",부산 코베 베이비페어&유아교육전,20250911 1000~20250914 1800,메쎄이상 / 메쎄이상,2025-09-11,2025-09-14
619,619,국문,전시일정," 제2전시장 4F홀",'W웨딩박람회 in 벡스코,20250912 1100~20250914 1900,㈜더블유웨딩,2025-09-12,2025-09-14
620,620,국문,전시일정," 제2전시장 4F홀",더블유웨딩 벡스코웨딩박람회,20250912 1100~20250914 1900,(주)더블유웨딩,2025-09-12,2025-09-14
621,621,국문,전시일정,제1전시장 3홀,2025 우수급식·외식산업전-부산,20250917 1000~20250919 1700,대한급식신문 · KNN · 메쎄E&D,2025-09-17,2025-09-19
622,622,국문,전시일정,제1전시장 2A홀,2025 부산국제건축제,20250917 1000~20250921 1800,부산광역시 / (사)부산국제건축제 조직위원회,2025-09-17,2025-09-21
623,623,국문,전시일정,제1전시장 2B홀,제28회 부산카페쇼,20250918 1000~20250921 1800,(주)블루케이,2025-09-18,2025-09-21
624,624,국문,전시일정," 제2전시장 4A홀",2025 부산한일 문화페스티벌,20250920 1200~20250920 1700,부산한일교류네트워크 / 소코소코,2025-09-20,2025-09-20
625,625,국문,전시일정,제1전시장 1홀,2025 아시아창업엑스포,20250922 1000~20250923 1800,부산광역시 / 부산기술창업투자원 · FLY ASIA 2025 운영위원회,2025-09-22,2025-09-23
626,626,국문,전시일정,제2전시장 4홀,"제1회 동물보호의날 축제-동거동락 ",20250926 1000~20250927 1700,"농림축산식품부, 부산광역시 / 농림수산식품교육문화정보원 ",2025-09-26,2025-09-27
627,627,국문,전시일정,제1전시장 3홀,제22회 부산국제음식박람회,20250926 1000~20250928 1800,부산광역시 / 한국외식업중앙회          부산광역시지회,2025-09-26,2025-09-28
628,628,국문,전시일정,제1전시장 1홀,제13회 부산 국제 의료기기 전시회(KIMES BUSAN 2025),20250926 1000~20250928 1700,한국이앤엑스/한국의료기기협동조합/한국의료기기산업협회/부산경남대표방송 KNN,2025-09-26,2025-09-28
629,629,국문,전시일정," 제1전시장  2B홀","2025년 중견기업 일자리 박람회 in 부산 ",20251001 1000~20251001 1700,"산업통상자원부 / 한국중견기업연합회, 한국장학재단, 한국산업기술진흥협회",2025-10-01,2025-10-01
630,630,국문,전시일정,제1전시장 1홀,2025 패패부산(부산국제신발섬유패션전시회),20251030 1000~20251101 1700,"부산광역시/ 부산테크노파크 신발패션진흥단(총괄), 부산섬유패션산업연합회(공동), 부산패션섬유산업사업협동조합(공동)",2025-10-30,2025-11-01
631,631,국문,전시일정,벡스코 전관,2025 국제게임전시회 지스타(G-STAR 2025),20251113 1000~20251116 1800,"한국게임산업협회 / 지스타조직위원회, 부산정보산업진흥원",2025-11-13,2025-11-16
632,632,국문,전시일정,제2전시장 4(A-D)홀,"부산일러스트레이션페어 V.6 ",20251121 1000~20251123 1800,오씨메이커스,2025-11-21,2025-11-23
633,633,국문,전시일정,"제1전시장 2홀, 3A홀",2025 코쇼(CO-SHOW),20251126 1000~20251129 1800,교육부 / 한국연구재단 / 첨단분야 혁신융합대학 사업단 협의회,2025-11-26,2025-11-29
634,634,국문,전시일정," 제1전시장  3B홀",2025 KFA 프랜차이즈 창업박람회 부산,20251127 1000~20251129 1700,한국프랜차이즈산업협회 부산울산경남지회 / 한국프랜차이즈산업협회 부산울산경남지회,2025-11-27,2025-11-29
635,635,국문,전시일정," 제2전시장 4(C-D)홀",제38회 2025 부산창업박람회,20251211 1000~20251213 1700,선인커뮤니티 주식회사,2025-12-11,2025-12-13
636,636,국문,전시일정," 제1전시장  3홀",2025 부산국제아동도서전,20251211 1000~20251214 1800,대한출판문화협회,2025-12-11,2025-12-14
