id,title,genre,location,seats,region,t_d,s_y,s_m,s_d,e_y,e_m,e_d
868,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [인천]",대중음악,송도컨벤시아,5000,인천,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [인천]|2023-10-28",2023,10,28,2023,10,29
869,불타는 트롯맨 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,불타는 트롯맨 전국투어 콘서트 [인천]|2023-12-30,2023,12,30,2023,12,30
870,"소피아발레단, 호두까기 인형 [부산]",무용(서양/한국무용),벡스코 (BEXCO),4002,부산,"소피아발레단, 호두까기 인형 [부산]|2023-12-22",2023,12,22,2023,12,23
871,정동하X소향 THE GREATEST: 전율 [구미],대중음악,박정희체육관,6273,경북,정동하X소향 THE GREATEST: 전율 [구미]|2023-11-25,2023,11,25,2023,11,25
872,스즈메의 문단속 공식 필름 콘서트 [부산],서양음악(클래식),(재) 영화의전당,4000,부산,스즈메의 문단속 공식 필름 콘서트 [부산]|2023-10-25,2023,10,25,2023,10,25
873,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [전주]",대중음악,한국소리문화의전당,7000,전북,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [전주]|2023-10-14",2023,10,14,2023,10,15
874,"노을 단독 콘서트, OFFROAD",대중음악,경희대학교 평화의전당,4500,서울,"노을 단독 콘서트, OFFROAD|2023-09-23",2023,9,23,2023,9,24
875,"박효신 STPD, GOING HOME",대중음악,올림픽공원,10000,서울,"박효신 STPD, GOING HOME|2023-09-09",2023,9,9,2023,9,10
876,"NMIXX THE 1ST FAN CONCERT, NMIXX CHANGE UP: MIXX UNIV",대중음악,장충체육관,4507,서울,"NMIXX THE 1ST FAN CONCERT, NMIXX CHANGE UP: MIXX UNIV|2023-10-07",2023,10,7,2023,10,8
877,포레스텔라 페스티벌,서양음악(클래식),올림픽공원,10000,서울,포레스텔라 페스티벌|2023-10-14,2023,10,14,2023,10,15
878,"아이유 팬콘서트, I+UN1VER5E",대중음악,올림픽공원,15000,서울,"아이유 팬콘서트, I+UN1VER5E|2023-09-23",2023,9,23,2023,9,24
879,정동하 단독 콘서트,대중음악,경희대학교 평화의전당,4500,서울,정동하 단독 콘서트|2023-09-23,2023,9,23,2023,9,23
880,"폴킴 단독 콘서트, 남은 밤",대중음악,올림픽공원,5003,서울,"폴킴 단독 콘서트, 남은 밤|2023-10-13",2023,10,13,2023,10,15
881,BLACKPINK WORLD TOUR: BORN PINK FINALE [서울],대중음악,고척스카이돔,16744,서울,BLACKPINK WORLD TOUR: BORN PINK FINALE [서울]|2023-09-16,2023,9,16,2023,9,17
882,원신 콘서트 (GENSHIN CONCERT),서양음악(클래식),경희대학교 평화의전당,4500,서울,원신 콘서트 (GENSHIN CONCERT)|2023-11-11,2023,11,11,2023,11,12
883,불타는 트롯맨 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,불타는 트롯맨 전국투어 콘서트 [부산]|2023-11-25,2023,11,25,2023,11,26
884,제5회 슬로우 라이프 슬로우 라이브,대중음악,올림픽공원,10000,서울,제5회 슬로우 라이프 슬로우 라이브|2023-10-07,2023,10,7,2023,10,9
885,시네마 음악회 [부산],복합,(재) 영화의전당,4000,부산,시네마 음악회 [부산]|2023-09-22,2023,9,22,2023,9,22
886,미스터트롯2 전국투어 콘서트 [서울(앵콜)],대중음악,경희대학교 평화의전당,4500,서울,미스터트롯2 전국투어 콘서트 [서울(앵콜)]|2023-10-07,2023,10,7,2023,10,8
887,평화누리 피크닉 페스티벌: 피크닉존,대중음악,파주 임진각 평화누리,30000,경기,평화누리 피크닉 페스티벌: 피크닉존|2023-09-23,2023,9,23,2023,9,23
888,평화누리 피크닉 페스티벌: 스페셜존,대중음악,파주 임진각 평화누리,30000,경기,평화누리 피크닉 페스티벌: 스페셜존|2023-09-23,2023,9,23,2023,9,23
889,포레스텔라 전국투어 콘서트: The Light in Busan [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,포레스텔라 전국투어 콘서트: The Light in Busan [부산]|2023-09-16,2023,9,16,2023,9,17
890,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [부산]",대중음악,벡스코 (BEXCO),18000,부산,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [부산]|2023-09-23",2023,9,23,2023,9,24
891,불타는 트롯맨 전국투어 콘서트 [창원],대중음악,창원컨벤션센터,10400,경남,불타는 트롯맨 전국투어 콘서트 [창원]|2023-12-16,2023,12,16,2023,12,16
892,IVE THE 1ST WORLD TOUR: SHOW WHAT I HAVE,대중음악,잠실종합운동장,11032,서울,IVE THE 1ST WORLD TOUR: SHOW WHAT I HAVE|2023-10-07,2023,10,7,2023,10,8
893,"월트디즈니 100주년 기념 콘서트, 더 사운드 오브 매직 [서울]",서양음악(클래식),경희대학교 평화의전당,4500,서울,"월트디즈니 100주년 기념 콘서트, 더 사운드 오브 매직 [서울]|2023-12-23",2023,12,23,2023,12,25
894,트롯투나잇 콘서트 [부천],대중음악,부천실내체육관,5403,경기,트롯투나잇 콘서트 [부천]|2023-09-01,2023,9,1,2023,9,2
895,"BOF 부산원아시아페스티벌, K-POP Concert",대중음악,부산아시아드 경기장,53769,부산,"BOF 부산원아시아페스티벌, K-POP Concert|2023-10-21",2023,10,21,2023,10,21
896,인디뮤직페스티벌 [경기],대중음악,와~스타디움 [안산],35000,경기,인디뮤직페스티벌 [경기]|2023-10-13,2023,10,13,2023,10,15
897,치맥페스티벌 [대구],대중음악,두류공원야구장,19000,대구,치맥페스티벌 [대구]|2023-08-30,2023,8,30,2023,9,3
898,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [대구]",대중음악,엑스코(exco),12000,대구,"영탁 단독 콘서트, TAK SHOW2: TAK'S WORLD [대구]|2023-09-16",2023,9,16,2023,9,17
899,"아트 포레스트 페스티벌, ART FORREST FESTIVAL",대중음악,올림픽공원,10000,서울,"아트 포레스트 페스티벌, ART FORREST FESTIVAL|2023-09-23",2023,9,23,2023,9,23
900,"박재정 콘서트, Alone",대중음악,경희대학교 평화의전당,4500,서울,"박재정 콘서트, Alone|2023-09-09",2023,9,9,2023,9,10
901,히사이시 조 영화음악 콘서트 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,히사이시 조 영화음악 콘서트 [부산]|2023-10-08,2023,10,8,2023,10,8
902,"김동률 콘서트, Melody",대중음악,올림픽공원,15000,서울,"김동률 콘서트, Melody|2023-10-07",2023,10,7,2023,10,15
903,장윤정 라이브 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,장윤정 라이브 콘서트 [인천]|2023-10-08,2023,10,8,2023,10,8
904,청춘썸머나잇,대중음악,서울어린이대공원,8000,서울,청춘썸머나잇|2023-09-02,2023,9,2,2023,9,3
905,"KBS 50년 x god 25년 KBS 대기획, ㅇㅁㄷ 지오디",대중음악,송도달빛축제공원,30000,인천,"KBS 50년 x god 25년 KBS 대기획, ㅇㅁㄷ 지오디|2023-09-09",2023,9,9,2023,9,9
906,제14회 INK K-POP 콘서트,대중음악,인천문학경기장,49084,인천,제14회 INK K-POP 콘서트|2023-09-09,2023,9,9,2023,9,9
907,"송가인, 정미애, 홍자: 꽃",대중음악,경희대학교 평화의전당,4500,서울,"송가인, 정미애, 홍자: 꽃|2023-09-03",2023,9,3,2023,9,3
908,"2PM 15th Anniversary Concert, It's 2PM",대중음악,잠실종합운동장,11032,서울,"2PM 15th Anniversary Concert, It's 2PM|2023-09-09",2023,9,9,2023,9,10
909,"NCT CONCERT, NCT NATION: To The World",대중음악,인천문학경기장,49084,인천,"NCT CONCERT, NCT NATION: To The World|2023-08-26",2023,8,26,2023,8,26
910,"LUCY 다섯 번째 단독 콘서트: 열, 다섯",대중음악,장충체육관,4507,서울,"LUCY 다섯 번째 단독 콘서트: 열, 다섯|2023-08-19",2023,8,19,2023,8,20
911,레트로슈퍼콘서트 in 서울,대중음악,고려대학교 화정체육관,8057,서울,레트로슈퍼콘서트 in 서울|2023-09-23,2023,9,23,2023,9,23
912,레트로슈퍼콘서트 in 대구,대중음악,엑스코(exco),9000,대구,레트로슈퍼콘서트 in 대구|2023-10-28,2023,10,28,2023,10,28
913,노엘 갤러거 하이 플라잉 버즈,대중음악,잠실종합운동장,11032,서울,노엘 갤러거 하이 플라잉 버즈|2023-11-27,2023,11,27,2023,11,28
914,"데뷔 60주년 기념공연, 남진 전국투어 [부산]",대중음악,벡스코 (BEXCO),4002,부산,"데뷔 60주년 기념공연, 남진 전국투어 [부산]|2023-10-14",2023,10,14,2023,10,14
915,송가인 with 바라지 콘서트 [제주],대중음악,ICC제주국제컨벤션센터,4300,제주,송가인 with 바라지 콘서트 [제주]|2023-10-21,2023,10,21,2023,10,21
916,"쏜애플 전국투어, 동물 [부산]",대중음악,벡스코 (BEXCO),4002,부산,"쏜애플 전국투어, 동물 [부산]|2023-09-09",2023,9,9,2023,9,9
917,IDOL RADIO LIVE IN SEOUL,대중음악,서울월드컵경기장,66704,서울,IDOL RADIO LIVE IN SEOUL|2023-09-23,2023,9,23,2023,9,23
918,포레스텔라 전국투어 콘서트: The Light in Gangneung [강릉],서양음악(클래식),가톨릭관동대학교,6017,강원,포레스텔라 전국투어 콘서트: The Light in Gangneung [강릉]|2023-09-02,2023,9,2,2023,9,3
919,이세계 페스티벌 [송도],대중음악,송도달빛축제공원,30000,인천,이세계 페스티벌 [송도]|2023-09-23,2023,9,23,2023,9,23
920,"LE SSERAFIM TOUR, FLAME RISES [서울]",대중음악,잠실종합운동장,11032,서울,"LE SSERAFIM TOUR, FLAME RISES [서울]|2023-08-12",2023,8,12,2023,8,13
921,장구의 신: 박서진 Show [부산],대중음악,벡스코 (BEXCO),4002,부산,장구의 신: 박서진 Show [부산]|2023-08-19,2023,8,19,2023,8,20
922,"성시경 with friends: 자, 오늘은",대중음악,올림픽공원,15000,서울,"성시경 with friends: 자, 오늘은|2023-09-02",2023,9,2,2023,9,3
923,국민대화합 한마당 [부산],대중음악,벡스코 (BEXCO),18000,부산,국민대화합 한마당 [부산]|2023-08-05,2023,8,5,2023,8,5
924,ZEROBASEONE FAN CONCERT,대중음악,고척스카이돔,16744,서울,ZEROBASEONE FAN CONCERT|2023-08-15,2023,8,15,2023,8,15
925,"제주국제관악제 개막공연, JIWEF Opening Concert",서양음악(클래식),ICC제주국제컨벤션센터,4300,제주,"제주국제관악제 개막공연, JIWEF Opening Concert|2023-08-08",2023,8,8,2023,8,8
926,K 글로벌 하트드림어워즈,대중음악,올림픽공원,15000,서울,K 글로벌 하트드림어워즈|2023-08-10,2023,8,10,2023,8,10
927,김범룡 & 최성수 맞짱콘서트 [광주],대중음악,광주여자대학교,8337,광주,김범룡 & 최성수 맞짱콘서트 [광주]|2023-09-16,2023,9,16,2023,9,16
928,레트로 슈퍼콘서트 [서울],대중음악,고려대학교 화정체육관,8057,서울,레트로 슈퍼콘서트 [서울]|2023-09-23,2023,9,23,2023,9,23
929,레트로 슈퍼콘서트 [대구],대중음악,엑스코(exco),4000,대구,레트로 슈퍼콘서트 [대구]|2023-10-28,2023,10,28,2023,10,28
930,"SUGA, Agust D TOUR D-DAY THE FINAL",대중음악,올림픽공원,15000,서울,"SUGA, Agust D TOUR D-DAY THE FINAL|2023-08-04",2023,8,4,2023,8,6
931,"영탁 단독 콘서트, TAK SHOW2: TAK’S WORLD",대중음악,올림픽공원,15000,서울,"영탁 단독 콘서트, TAK SHOW2: TAK’S WORLD|2023-08-25",2023,8,25,2023,8,27
932,포레스텔라 전국투어 콘서트: The Light in Incheon [인천],서양음악(클래식),송도컨벤시아,5000,인천,포레스텔라 전국투어 콘서트: The Light in Incheon [인천]|2023-08-19,2023,8,19,2023,8,20
933,슈퍼스타 뽀로로 드림콘서트 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,슈퍼스타 뽀로로 드림콘서트 [부산]|2023-08-26,2023,8,26,2023,8,27
934,"INFINITE CONCERT, COMEBACK AGAIN",대중음악,올림픽공원,15000,서울,"INFINITE CONCERT, COMEBACK AGAIN|2023-08-19",2023,8,19,2023,8,20
935,"HWANG MIN HYUN MINI CONCERT, UNVEIL [서울]",대중음악,경희대학교 평화의전당,4500,서울,"HWANG MIN HYUN MINI CONCERT, UNVEIL [서울]|2023-08-04",2023,8,4,2023,8,6
936,"국민가수 김수희, HAPPY CONCERT",대중음악,송도컨벤시아,5000,인천,"국민가수 김수희, HAPPY CONCERT|2023-09-16",2023,9,16,2023,9,16
937,리스펙 페스티벌,대중음악,올림픽공원,10000,서울,리스펙 페스티벌|2023-09-02,2023,9,2,2023,9,3
938,빅루프 뮤직 페스티벌 [부산],대중음악,(재) 영화의전당,4000,부산,빅루프 뮤직 페스티벌 [부산]|2023-09-09,2023,9,9,2023,9,9
939,여름잠 뮤직페스티벌,대중음악,춘천송암스포츠타운,20000,강원,여름잠 뮤직페스티벌|2023-08-18,2023,8,18,2023,8,19
940,"피크타임 콘서트, YOUR TIME [서울(앵콜)]",대중음악,고려대학교 화정체육관,8057,서울,"피크타임 콘서트, YOUR TIME [서울(앵콜)]|2023-07-22",2023,7,22,2023,7,23
941,서울파크 뮤직페스티벌,대중음악,올림픽공원,10000,서울,서울파크 뮤직페스티벌|2023-06-24,2023,6,24,2023,6,25
942,"TEMPEST SHOW CON, T-OUR [서울]",대중음악,올림픽공원,5003,서울,"TEMPEST SHOW CON, T-OUR [서울]|2023-08-12",2023,8,12,2023,8,13
943,"어썸스테이지 in 부산, Young K & 정세운",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지 in 부산, Young K & 정세운|2023-07-22",2023,7,22,2023,7,22
944,포레스텔라 콘서트: The Light [창원],서양음악(클래식),창원컨벤션센터,10400,경남,포레스텔라 콘서트: The Light [창원]|2023-07-29,2023,7,29,2023,7,30
945,"어썸스테이지 in 부산, Young K & N.Flying",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지 in 부산, Young K & N.Flying|2023-07-23",2023,7,23,2023,7,23
946,"찰리 푸스 내한공연, In My Head Experience",대중음악,올림픽공원,15000,서울,"찰리 푸스 내한공연, In My Head Experience|2023-10-20",2023,10,20,2023,10,22
947,댄스가수 유랑단 콘서트 [서울],대중음악,고려대학교 화정체육관,8057,서울,댄스가수 유랑단 콘서트 [서울]|2023-07-09,2023,7,9,2023,7,9
948,RBW SUMMER FES: Over the Rainbow,대중음악,올림픽공원,5003,서울,RBW SUMMER FES: Over the Rainbow|2023-07-16,2023,7,16,2023,7,16
949,포레스텔라 콘서트: The Light [광주],서양음악(클래식),광주여자대학교,8337,광주,포레스텔라 콘서트: The Light [광주]|2023-07-15,2023,7,15,2023,7,16
950,불타는 트롯맨 전국투어 콘서트 [천안],대중음악,남서울대학교 성암문화체육관,5500,충남,불타는 트롯맨 전국투어 콘서트 [천안]|2023-09-09,2023,9,9,2023,9,10
951,ENHYPEN WORLD TOUR: FATE [서울],대중음악,올림픽공원,15000,서울,ENHYPEN WORLD TOUR: FATE [서울]|2023-07-29,2023,7,29,2023,7,30
952,팬텀싱어4 콘서트 [전주],서양음악(클래식),한국소리문화의전당,7000,전북,팬텀싱어4 콘서트 [전주]|2023-09-02,2023,9,2,2023,9,2
953,팬텀싱어4 콘서트 [부산],서양음악(클래식),벡스코 (BEXCO),18000,부산,팬텀싱어4 콘서트 [부산]|2023-08-19,2023,8,19,2023,8,19
954,팬텀싱어4 콘서트 [인천],서양음악(클래식),송도컨벤시아,5000,인천,팬텀싱어4 콘서트 [인천]|2023-08-04,2023,8,4,2023,8,5
955,팬텀싱어4 콘서트 [광주],서양음악(클래식),광주여자대학교,8337,광주,팬텀싱어4 콘서트 [광주]|2023-08-12,2023,8,12,2023,8,12
956,AAA Beginning 콘서트: 男神,대중음악,일본 요코하마 피아 아레나 MM,12412,,AAA Beginning 콘서트: 男神|2023-07-08,2023,7,8,2023,7,8
957,"JUMF, 전주얼티밋뮤직페스티벌",대중음악,전주종합경기장,30000,전북,"JUMF, 전주얼티밋뮤직페스티벌|2023-08-11",2023,8,11,2023,8,13
958,싸이흠뻑쇼: SUMMER SWAG [대구],대중음악,대구스타디움,66422,대구,싸이흠뻑쇼: SUMMER SWAG [대구]|2023-08-19,2023,8,19,2023,8,20
959,싸이 흠뻑쇼: SUMMER SWAG [인천],대중음악,인천아시아드주경기장,29376,인천,싸이 흠뻑쇼: SUMMER SWAG [인천]|2023-08-12,2023,8,12,2023,8,12
960,싸이 흠뻑쇼: SUMMER SWAG [원주],대중음악,원주 종합운동장,20000,강원,싸이 흠뻑쇼: SUMMER SWAG [원주]|2023-07-08,2023,7,8,2023,7,8
961,"SEVENTEEN TOUR, FOLLOW TO SEOUL",대중음악,고척스카이돔,16744,서울,"SEVENTEEN TOUR, FOLLOW TO SEOUL|2023-07-21",2023,7,21,2023,7,22
962,"라우브 내한 공연, LAUV Live in Seoul",대중음악,올림픽공원,15000,서울,"라우브 내한 공연, LAUV Live in Seoul|2023-08-29",2023,8,29,2023,8,29
963,"MONSTA X 7TH OFFICIAL FANCLUB MONBEBE FAN CONCERT, MX FRIENDS",대중음악,올림픽공원,15000,서울,"MONSTA X 7TH OFFICIAL FANCLUB MONBEBE FAN CONCERT, MX FRIENDS|2023-07-08",2023,7,8,2023,7,9
964,"SHINee WORLD VI, PERFECT ILLUMINATION",대중음악,올림픽공원,15000,서울,"SHINee WORLD VI, PERFECT ILLUMINATION|2023-06-23",2023,6,23,2023,6,25
965,싸이 흠뻑쇼: SUMMER SWAG [서울],대중음악,잠실종합운동장,65599,서울,싸이 흠뻑쇼: SUMMER SWAG [서울]|2023-06-30,2023,6,30,2023,7,2
966,싸이 흠뻑쇼: SUMMER SWAG [여수],대중음악,진남운동장(진남실내체육관),4197,전남,싸이 흠뻑쇼: SUMMER SWAG [여수]|2023-07-15,2023,7,15,2023,7,15
967,싸이 흠뻑쇼: SUMMER SWAG [익산],대중음악,익산시공설운동장,18137,전북,싸이 흠뻑쇼: SUMMER SWAG [익산]|2023-08-05,2023,8,5,2023,8,5
968,싸이 흠뻑쇼: SUMMER SWAG [부산],대중음악,부산아시아드 경기장,4549,부산,싸이 흠뻑쇼: SUMMER SWAG [부산]|2023-08-26,2023,8,26,2023,8,27
969,강다니엘 콘서트: FIRST PARADE [서울(앵콜)],대중음악,고려대학교 화정체육관,8057,서울,강다니엘 콘서트: FIRST PARADE [서울(앵콜)]|2023-07-01,2023,7,1,2023,7,2
970,조이올팍 페스티벌,대중음악,올림픽공원,10000,서울,조이올팍 페스티벌|2023-09-16,2023,9,16,2023,9,17
971,LUCY 부산 단독 콘서트: LUMINOUS [부산],대중음악,벡스코 (BEXCO),4002,부산,LUCY 부산 단독 콘서트: LUMINOUS [부산]|2023-06-17,2023,6,17,2023,6,18
972,"Weverse Con Festival, GREEN PASS + LIVE PLAY",대중음악,올림픽공원,10000,서울,"Weverse Con Festival, GREEN PASS + LIVE PLAY|2023-06-10",2023,6,10,2023,6,11
973,"일탈 페스티벌, 일상탈출 [제주]",대중음악,제주종합경기장,5400,제주,"일탈 페스티벌, 일상탈출 [제주]|2023-07-01",2023,7,1,2023,7,2
974,박창근 콘서트: 우리들 꿈에 관한 이야기 [부산],대중음악,벡스코 (BEXCO),4002,부산,박창근 콘서트: 우리들 꿈에 관한 이야기 [부산]|2023-06-24,2023,6,24,2023,6,25
975,미디어아트 아이스 쇼 G-SHOW,복합,목동 아이스링크,5000,서울,미디어아트 아이스 쇼 G-SHOW|2023-07-28,2023,7,28,2023,8,6
976,"박창근 콘서트, 우리들 꿈에 관한 이야기 [서울 동대문]",대중음악,경희대학교 평화의전당,4500,서울,"박창근 콘서트, 우리들 꿈에 관한 이야기 [서울 동대문]|2023-06-17",2023,6,17,2023,6,18
977,(G)I-DLE WORLD TOUR: I am FREE-TY IN SEOUL,대중음악,잠실종합운동장,11032,서울,(G)I-DLE WORLD TOUR: I am FREE-TY IN SEOUL|2023-06-17,2023,6,17,2023,6,18
978,대한민국 해군 호국음악회 [부산],서양음악(클래식),벡스코 (BEXCO),4002,부산,대한민국 해군 호국음악회 [부산]|2023-06-08,2023,6,8,2023,6,8
979,"일탈 페스티벌, 더 트롯 라이브: 김용임, 신유, 김용필",대중음악,제주종합경기장,5400,제주,"일탈 페스티벌, 더 트롯 라이브: 김용임, 신유, 김용필|2023-07-01",2023,7,1,2023,7,1
980,포레스텔라 콘서트: The Light [서울],서양음악(클래식),장충체육관,4507,서울,포레스텔라 콘서트: The Light [서울]|2023-06-17,2023,6,17,2023,6,18
981,"마마무 월드 투어: MY CON, ENCORE [서울]",대중음악,올림픽공원,5003,서울,"마마무 월드 투어: MY CON, ENCORE [서울]|2023-06-16",2023,6,16,2023,6,18
982,"Weverse Con Festival, DAY PASS",대중음악,올림픽공원,15000,서울,"Weverse Con Festival, DAY PASS|2023-06-10",2023,6,10,2023,6,11
983,미스터트롯2 전국투어 콘서트 [수원],대중음악,수원종합운동장,5145,경기,미스터트롯2 전국투어 콘서트 [수원]|2023-08-05,2023,8,5,2023,8,6
984,정동하 X 소향 THE GREATEST: 전율 [화성],대중음악,화성종합경기타운,5158,경기,정동하 X 소향 THE GREATEST: 전율 [화성]|2023-07-01,2023,7,1,2023,7,1
985,어썸뮤직페스티벌,대중음악,서울어린이대공원,8000,서울,어썸뮤직페스티벌|2023-06-04,2023,6,4,2023,6,4
986,TAEYEON CONCERT: The ODD Of LOVE,대중음악,올림픽공원,15000,서울,TAEYEON CONCERT: The ODD Of LOVE|2023-06-03,2023,6,3,2023,6,4
987,The K콘서트: PRESENT,대중음악,경희대학교 평화의전당,4500,서울,The K콘서트: PRESENT|2023-05-24,2023,5,24,2023,5,24
988,NCT DREAM TOUR THE DREAM SHOW2 In YOUR DREAM,대중음악,고척스카이돔,16744,서울,NCT DREAM TOUR THE DREAM SHOW2 In YOUR DREAM|2023-06-01,2023,6,1,2023,6,3
989,한여름 밤의 꿈,연극,연세대학교 노천극장,7500,서울,한여름 밤의 꿈|2023-05-26,2023,5,26,2023,5,28
990,"SUGA, Agust D TOUR D-DAY in SEOUL",대중음악,잠실종합운동장,11032,서울,"SUGA, Agust D TOUR D-DAY in SEOUL|2023-06-24",2023,6,24,2023,6,25
991,"THE BOYZ 2ND WORLD TOUR, ZENERATION",대중음악,올림픽공원,15000,서울,"THE BOYZ 2ND WORLD TOUR, ZENERATION|2023-05-19",2023,5,19,2023,5,21
992,파워풀 K 트롯 페스티벌,대중음악,대구스타디움,66422,대구,파워풀 K 트롯 페스티벌|2023-05-20,2023,5,20,2023,5,20
993,인천펜타포트락페스티벌,대중음악,송도달빛축제공원,30000,인천,인천펜타포트락페스티벌|2023-08-04,2023,8,4,2023,8,6
994,소들의 합창 [천안],대중음악,천안종합운동장,26000,충남,소들의 합창 [천안]|2023-06-09,2023,6,9,2023,6,9
995,"현대카드 슈퍼콘서트 27, 브루노 마스: the Purple osee",대중음악,잠실종합운동장,65599,서울,"현대카드 슈퍼콘서트 27, 브루노 마스: the Purple osee|2023-06-17",2023,6,17,2023,6,18
996,제29회 드림콘서트,대중음악,부산아시아드 경기장,53769,부산,제29회 드림콘서트|2023-05-27,2023,5,27,2023,5,27
997,정동하X소향 THE GREATEST: 전율 [인천],대중음악,송도컨벤시아,5000,인천,정동하X소향 THE GREATEST: 전율 [인천]|2023-06-17,2023,6,17,2023,6,17
998,장윤정 라이브 콘서트 [창원],대중음악,창원컨벤션센터,10400,경남,장윤정 라이브 콘서트 [창원]|2023-06-24,2023,6,24,2023,6,24
999,"어썸스테이지, WINNER [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, WINNER [부산]|2023-05-06",2023,5,6,2023,5,6
1000,"어썸스테이지, Touched X LUCY  [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, Touched X LUCY  [부산]|2023-05-06",2023,5,6,2023,5,6
1001,성시경의 축가 콘서트,대중음악,연세대학교 노천극장,7500,서울,성시경의 축가 콘서트|2023-06-02,2023,6,2,2023,6,6
1002,"피크타임 콘서트, YOUR TIME",대중음악,잠실종합운동장,11032,서울,"피크타임 콘서트, YOUR TIME|2023-05-05",2023,5,5,2023,5,7
1003,"어썸스테이지, daybreak x LUCY [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, daybreak x LUCY [부산]|2023-05-05",2023,5,5,2023,5,5
1004,조용필 & 위대한탄생 콘서트 [대구],대중음악,대구스타디움,66422,대구,조용필 & 위대한탄생 콘서트 [대구]|2023-05-27,2023,5,27,2023,5,27
1005,iKON WORLD TOUR TAKE OFF IN SEOUL,대중음악,장충체육관,4507,서울,iKON WORLD TOUR TAKE OFF IN SEOUL|2023-05-05,2023,5,5,2023,5,6
1006,"JUNG YONG HWA LIVE, ALL ROUNDER",대중음악,경희대학교 평화의전당,4500,서울,"JUNG YONG HWA LIVE, ALL ROUNDER|2023-05-27",2023,5,27,2023,5,28
1007,나폴레옹 [서울],뮤지컬,경희대학교 평화의전당,4500,서울,나폴레옹 [서울]|2023-05-05,2023,5,5,2023,5,21
1008,타임캡슐 슈퍼콘서트 [전주],대중음악,한국소리문화의전당,7000,전북,타임캡슐 슈퍼콘서트 [전주]|2023-06-24,2023,6,24,2023,6,24
1009,"백예린 단독공연, Square",대중음악,올림픽공원,5003,서울,"백예린 단독공연, Square|2023-05-19",2023,5,19,2023,5,21
1010,김범룡 & 최성수 맞짱콘서트,대중음악,부천실내체육관,5403,경기,김범룡 & 최성수 맞짱콘서트|2023-05-20,2023,5,20,2023,5,20
1011,미스터트롯2 전국투어 콘서트 [안양],대중음악,안양종합운동장,6690,경기,미스터트롯2 전국투어 콘서트 [안양]|2023-08-19,2023,8,19,2023,8,20
1012,이찬원 콘서트: ONE DAY [부산],대중음악,벡스코 (BEXCO),4002,부산,이찬원 콘서트: ONE DAY [부산]|2023-06-09,2023,6,9,2023,6,10
1013,조용필 & 위대한탄생 콘서트,대중음악,잠실종합운동장,65599,서울,조용필 & 위대한탄생 콘서트|2023-05-13,2023,5,13,2023,5,13
1014,대한민국 해군 호국음악회 [서울],대중음악,장충체육관,4507,서울,대한민국 해군 호국음악회 [서울]|2023-04-26,2023,4,26,2023,4,26
1015,"WOODZ World Tour, OO-LI in Seoul",대중음악,장충체육관,4507,서울,"WOODZ World Tour, OO-LI in Seoul|2023-05-20",2023,5,20,2023,5,21
1016,ATEEZ WORLD TOUR: THE FELLOWSHIP BREAK THE WALL [서울],대중음악,잠실종합운동장,11032,서울,ATEEZ WORLD TOUR: THE FELLOWSHIP BREAK THE WALL [서울]|2023-04-28,2023,4,28,2023,4,29
1017,포세이돈 워터 뮤직 페스티벌 (4SEIDON) [부산],대중음악,부산아시아드 경기장,4549,부산,포세이돈 워터 뮤직 페스티벌 (4SEIDON) [부산]|2023-07-29,2023,7,29,2023,7,29
1018,"SUPER JUNIOR WORLD TOUR, SUPER SHOW 9: ROAD_SHOW",대중음악,잠실종합운동장,11032,서울,"SUPER JUNIOR WORLD TOUR, SUPER SHOW 9: ROAD_SHOW|2023-04-15",2023,4,15,2023,4,16
1019,불타는 트롯맨 전국투어 콘서트  [창원],대중음악,창원컨벤션센터,10400,경남,불타는 트롯맨 전국투어 콘서트  [창원]|2023-07-22,2023,7,22,2023,7,22
1020,불타는 트롯맨 전국투어 콘서트 [대구],대중음악,엑스코(exco),12000,대구,불타는 트롯맨 전국투어 콘서트 [대구]|2023-07-08,2023,7,8,2023,7,8
1021,TWICE 5TH WORLD TOUR: READY TO BE,대중음악,올림픽공원,15000,서울,TWICE 5TH WORLD TOUR: READY TO BE|2023-04-15,2023,4,15,2023,4,16
