id,title,genre,location,seats,region,t_d,s_y,s_m,s_d,e_y,e_m,e_d
1555,현역가왕2 전국투어 콘서트 [서울],대중음악,잠실종합운동장,11032,서울,현역가왕2 전국투어 콘서트 [서울]|2025-04-18,2025,4,18,2025,4,20
1556,미스터트롯3 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,미스터트롯3 전국투어 콘서트 [인천]|2025-05-31,2025,5,31,2025,6,1
1557,미스터트롯3 전국투어 콘서트 [강릉],대중음악,가톨릭관동대학교,6017,강원,미스터트롯3 전국투어 콘서트 [강릉]|2025-07-05,2025,7,5,2025,7,6
1558,미스터트롯3 전국투어 콘서트 [창원],대중음악,창원컨벤션센터,10400,경남,미스터트롯3 전국투어 콘서트 [창원]|2025-06-21,2025,6,21,2025,6,22
1559,미스터트롯3 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,미스터트롯3 전국투어 콘서트 [부산]|2025-04-19,2025,4,19,2025,4,20
1560,"데뷔 60주년 기념공연, 남진 전국투어 [제주]",대중음악,한라체육관,5400,제주,"데뷔 60주년 기념공연, 남진 전국투어 [제주]|2025-04-12",2025,4,12,2025,4,12
1561,미스터트롯3 전국투어 콘서트 [진주],대중음악,진주실내체육관,5184,경남,미스터트롯3 전국투어 콘서트 [진주]|2025-04-12,2025,4,12,2025,4,13
1562,서울파크 뮤직페스티벌,대중음악,올림픽공원,10000,서울,서울파크 뮤직페스티벌|2025-06-28,2025,6,28,2025,6,29
1563,미스터트롯3 전국투어 콘서트 [대구],대중음악,엑스코(exco),12000,대구,미스터트롯3 전국투어 콘서트 [대구]|2025-05-03,2025,5,3,2025,5,4
1564,INFINITE 15TH ANNIVERSARY CONCERT: LIMITED EDITION [인천 (앵콜) ],대중음악,인스파이어,14483,인천,INFINITE 15TH ANNIVERSARY CONCERT: LIMITED EDITION [인천 (앵콜) ]|2025-04-12,2025,4,12,2025,4,13
1565,"박서진 콘서트, NEW: BEGIN",대중음악,장충체육관,4507,서울,"박서진 콘서트, NEW: BEGIN|2025-04-12",2025,4,12,2025,4,13
1566,AAA TOUR BY HYUKOH & SUNSET ROLLERCOASTER [서울],대중음악,장충체육관,4507,서울,AAA TOUR BY HYUKOH & SUNSET ROLLERCOASTER [서울]|2025-04-26,2025,4,26,2025,4,27
1567,미스터트롯3 전국투어 콘서트,대중음악,올림픽공원,5003,서울,미스터트롯3 전국투어 콘서트|2025-03-29,2025,3,29,2025,3,30
1568,한스 짐머 (Hans Zimmer) 내한공연,대중음악,인스파이어,14483,인천,한스 짐머 (Hans Zimmer) 내한공연|2025-05-17,2025,5,17,2025,5,17
1569,Guns N' Roses World Tour in Korea,대중음악,송도달빛축제공원,30000,인천,Guns N' Roses World Tour in Korea|2025-05-01,2025,5,1,2025,5,1
1570,정동원棟동 이야기話화 3rd 전국투어 콘서트 [인천],대중음악,송도컨벤시아,5000,인천,정동원棟동 이야기話화 3rd 전국투어 콘서트 [인천]|2025-04-26,2025,4,26,2025,4,27
1571,정동원棟동 이야기話화 3rd 전국투어 콘서트 [부산],대중음악,벡스코 (BEXCO),4002,부산,정동원棟동 이야기話화 3rd 전국투어 콘서트 [부산]|2025-04-12,2025,4,12,2025,4,13
1572,타임캡슐 슈퍼콘서트 전국투어 [인천],대중음악,송도달빛축제공원,30000,인천,타임캡슐 슈퍼콘서트 전국투어 [인천]|2025-06-14,2025,6,14,2025,6,14
1573,G-DRAGON 월드투어: 위버맨쉬,대중음악,고양종합운동장,43000,경기,G-DRAGON 월드투어: 위버맨쉬|2025-03-29,2025,3,29,2025,3,30
1574,IVE THE 3RD FAN CONCERT: IVE SCOUT,대중음악,올림픽공원,15000,서울,IVE THE 3RD FAN CONCERT: IVE SCOUT|2025-04-05,2025,4,5,2025,4,6
1575,그린캠프페스티벌 [인천],대중음악,송도달빛축제공원,30000,인천,그린캠프페스티벌 [인천]|2025-05-17,2025,5,17,2025,5,18
1576,DAY6 3RD WORLD TOUR: FOREVER YOUNG [대구],대중음악,엑스코(exco),12000,대구,DAY6 3RD WORLD TOUR: FOREVER YOUNG [대구]|2025-03-29,2025,3,29,2025,3,30
1577,DAY6 3RD WORLD TOUR: FOREVER YOUNG [광주],대중음악,광주여자대학교,8337,광주,DAY6 3RD WORLD TOUR: FOREVER YOUNG [광주]|2025-03-15,2025,3,15,2025,3,16
1578,체리블라썸 뮤직페스티벌 [진해],대중음악,진해공설운동장,15000,경남,체리블라썸 뮤직페스티벌 [진해]|2025-03-29,2025,3,29,2025,3,30
1579,서울 스프링 페스타 WONDER SHOW,대중음악,서울월드컵경기장,66704,서울,서울 스프링 페스타 WONDER SHOW|2025-04-30,2025,4,30,2025,4,30
1580,JENNIE: The Ruby Experience,대중음악,인스파이어,14483,인천,JENNIE: The Ruby Experience|2025-03-15,2025,3,15,2025,3,15
1581,"어썸스테이지, Xdinary Heroes Ⅹ HANRORO",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, Xdinary Heroes Ⅹ HANRORO|2025-02-28",2025,2,28,2025,2,28
1582,"어썸스테이지, Xdinary Heroes x YdBB [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, Xdinary Heroes x YdBB [부산]|2025-03-01",2025,3,1,2025,3,1
1583,HIGHLIGHT FAN CON: WELCOME TO THE HIGH-MART,대중음악,잠실종합운동장,11032,서울,HIGHLIGHT FAN CON: WELCOME TO THE HIGH-MART|2025-03-08,2025,3,8,2025,3,9
1584,"어썸스테이지, Xdinary Heroes Ⅹ Hi-Fi Un!corn",대중음악,엑스코(exco),12000,대구,"어썸스테이지, Xdinary Heroes Ⅹ Hi-Fi Un!corn|2025-02-22",2025,2,22,2025,2,22
1585,"어썸스테이지, Xdinary Heroes X ONEWE",대중음악,엑스코(exco),12000,대구,"어썸스테이지, Xdinary Heroes X ONEWE|2025-02-23",2025,2,23,2025,2,23
1586,"어썸스테이지, 권진아",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, 권진아|2025-03-01",2025,3,1,2025,3,1
1587,"어썸스테이지, N.Flying [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, N.Flying [부산]|2025-03-02",2025,3,2,2025,3,3
1588,"2NE1 CONCERT, WELCOME BACK [서울 (앵콜) ]",대중음악,올림픽공원,15000,서울,"2NE1 CONCERT, WELCOME BACK [서울 (앵콜) ]|2025-04-12",2025,4,12,2025,4,13
1589,"어썸스테이지, 로이킴 X 하현상 [부산]",대중음악,벡스코 (BEXCO),4002,부산,"어썸스테이지, 로이킴 X 하현상 [부산]|2025-03-02",2025,3,2,2025,3,2
1590,손태진 단독 콘서트: The Showcase [서울 (앵콜) ],대중음악,경희대학교 평화의전당,4500,서울,손태진 단독 콘서트: The Showcase [서울 (앵콜) ]|2025-03-08,2025,3,8,2025,3,9
1591,ATEEZ WORLD TOUR: TOWARDS THE LIGHT: WILL TO POWER [서울],대중음악,올림픽공원,15000,서울,ATEEZ WORLD TOUR: TOWARDS THE LIGHT: WILL TO POWER [서울]|2025-03-22,2025,3,22,2025,3,23
1592,GOT7 CONCERT: NESTFEST (1.31),대중음악,올림픽공원,5003,서울,GOT7 CONCERT: NESTFEST (1.31)|2025-01-31,2025,1,31,2025,1,31
1593,MIKA NAKASHIMA ASIA TOUR in SEOUL,대중음악,고려대학교 화정체육관,8057,서울,MIKA NAKASHIMA ASIA TOUR in SEOUL|2025-05-10,2025,5,10,2025,5,10
1594,이재훈 전국투어 콘서트: THE 이재훈 31년 [부산],대중음악,벡스코 (BEXCO),4002,부산,이재훈 전국투어 콘서트: THE 이재훈 31년 [부산]|2025-03-15,2025,3,15,2025,3,15
1595,"TOMORROW X TOGETHER WORLD TOUR, ACT: PROMISE EP.2 [인천]",대중음악,인스파이어,14483,인천,"TOMORROW X TOGETHER WORLD TOUR, ACT: PROMISE EP.2 [인천]|2025-03-07",2025,3,7,2025,3,9
1596,TREASURE FAN CONCERT: SPECIAL MOMENT [서울],대중음악,경희대학교 평화의전당,4500,서울,TREASURE FAN CONCERT: SPECIAL MOMENT [서울]|2025-03-28,2025,3,28,2025,3,30
1597,명일방주 5주년 기념 오케스트라 콘서트,서양음악(클래식),경희대학교 평화의전당,4500,서울,명일방주 5주년 기념 오케스트라 콘서트|2025-04-26,2025,4,26,2025,4,26
1598,이노마스 뮤직 시리즈 [부산],대중음악,벡스코 (BEXCO),4002,부산,이노마스 뮤직 시리즈 [부산]|2025-02-08,2025,2,8,2025,2,8
1599,GOT7 CONCERT: NESTFEST,대중음악,올림픽공원,5003,서울,GOT7 CONCERT: NESTFEST|2025-02-01,2025,2,1,2025,2,2
1600,"aespa LIVE TOUR, SYNK: PARALLEL LINE [앵콜]",대중음악,올림픽공원,15000,서울,"aespa LIVE TOUR, SYNK: PARALLEL LINE [앵콜]|2025-03-15",2025,3,15,2025,3,16
1601,TAEYANG TOUR: THE LIGHT YEAR [앵콜],대중음악,인스파이어,14483,인천,TAEYANG TOUR: THE LIGHT YEAR [앵콜]|2025-02-02,2025,2,2,2025,2,2
1602,THE BOYZ FAN-CON: THE B LAND,대중음악,올림픽공원,15000,서울,THE BOYZ FAN-CON: THE B LAND|2025-01-31,2025,1,31,2025,2,2
1603,j-hope Tour: HOPE ON THE STAGE [서울],대중음악,올림픽공원,15000,서울,j-hope Tour: HOPE ON THE STAGE [서울]|2025-02-28,2025,2,28,2025,3,2
1604,사랑의 하츄핑 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,사랑의 하츄핑 [부산]|2025-03-29,2025,3,29,2025,3,30
1605,TAEYEON CONCERT: The TENSE [서울],대중음악,올림픽공원,15000,서울,TAEYEON CONCERT: The TENSE [서울]|2025-03-07,2025,3,7,2025,3,9
1606,"윤하 앵콜 콘서트, GROWTH THEORY: Final Edition",대중음악,올림픽공원,15000,서울,"윤하 앵콜 콘서트, GROWTH THEORY: Final Edition|2025-02-14",2025,2,14,2025,2,16
1607,LEECHANGSUB SOLO CONCERT: The Wayfarer [서울 (앵콜) ],대중음악,올림픽공원,5003,서울,LEECHANGSUB SOLO CONCERT: The Wayfarer [서울 (앵콜) ]|2025-02-07,2025,2,7,2025,2,9
1608,NCT WISH ASIA TOUR: LOG [서울],대중음악,올림픽공원,5003,서울,NCT WISH ASIA TOUR: LOG [서울]|2025-03-21,2025,3,21,2025,3,23
1609,또봇: 대도시의 영웅들 [부산],뮤지컬,벡스코 (BEXCO),4002,부산,또봇: 대도시의 영웅들 [부산]|2025-02-15,2025,2,15,2025,2,16
1610,"장민호 전국투어 콘서트, 호시절: 시간여행 [인천]",대중음악,송도컨벤시아,5000,인천,"장민호 전국투어 콘서트, 호시절: 시간여행 [인천]|2025-03-08",2025,3,8,2025,3,9
1611,영탁 단독 콘서트: TAK SHOW3 [서울 (앵콜) ],대중음악,올림픽공원,15000,서울,영탁 단독 콘서트: TAK SHOW3 [서울 (앵콜) ]|2025-02-22,2025,2,22,2025,2,23
1612,DAY6 3RD WORLD TOUR: FOREVER YOUNG [부산],대중음악,벡스코 (BEXCO),6000,부산,DAY6 3RD WORLD TOUR: FOREVER YOUNG [부산]|2025-02-01,2025,2,1,2025,2,2
1613,TAEYANG TOUR: THE LIGHT YEAR [앵콜],대중음악,인스파이어,14483,인천,TAEYANG TOUR: THE LIGHT YEAR [앵콜]|2025-02-01,2025,2,1,2025,2,1
1614,"황영웅 앨범 발매 쇼케이스, PANORAMA: SHOWKING",대중음악,올림픽공원,15000,서울,"황영웅 앨범 발매 쇼케이스, PANORAMA: SHOWKING|2025-02-08",2025,2,8,2025,2,9
1615,이승철 콘서트: 오케스트락2 [부산],대중음악,벡스코 (BEXCO),4002,부산,이승철 콘서트: 오케스트락2 [부산]|2025-03-22,2025,3,22,2025,3,22
1616,EDC KOREA,대중음악,인스파이어,14483,인천,EDC KOREA|2025-04-25,2025,4,25,2025,4,26
1617,이승환 콘서트: HEAVEN [서울],대중음악,올림픽공원,5003,서울,이승환 콘서트: HEAVEN [서울]|2025-03-15,2025,3,15,2025,3,16
1618,I.M WORLD TOUR: Off The Beat FINAL IN SEOUL,대중음악,올림픽공원,5003,서울,I.M WORLD TOUR: Off The Beat FINAL IN SEOUL|2025-01-17,2025,1,17,2025,1,19
